,IdRol,DescripcionRol,EstadoRol
2979,Rol00002980,Consequuntur similique autem optio praesentium.,Inactivo
2980,Rol00002981,Voluptate sapiente laborum magni fugiat mollitia minus.,Activo
2981,Rol00002982,Aut illo doloremque a.,Inactivo
2982,Rol00002983,Perspiciatis dolor repudiandae id dolorum.,Inactivo
2983,Rol00002984,Aliquid laudantium voluptatibus dolorum tenetur.,Activo
2984,Rol00002985,Officiis officia quidem illo.,Activo
2985,Rol00002986,Magnam consequuntur ipsam sit repellendus modi minima.,Inactivo
2986,Rol00002987,Dolore praesentium laborum suscipit.,Activo
2987,Rol00002988,Tempore facilis iusto nisi dolor inventore enim.,Inactivo
2988,Rol00002989,Impedit corrupti illo delectus dolore in quod.,Activo
2989,Rol00002990,Suscipit corporis labore dignissimos est eveniet.,Inactivo
2990,Rol00002991,Deserunt pariatur asperiores temporibus excepturi.,Activo
2991,Rol00002992,Occaecati illo minima.,Activo
2992,Rol00002993,Animi quisquam voluptatibus adipisci.,Activo
2993,Rol00002994,Eius distinctio dolorum fugiat neque minima culpa.,Activo
2994,Rol00002995,Id libero dolor.,Inactivo
2995,Rol00002996,Deserunt eveniet amet consequatur libero.,Activo
2996,Rol00002997,Neque veritatis eius non magnam mollitia incidunt.,Activo
2997,Rol00002998,Est quam autem ex minus cum aspernatur sapiente.,Activo
2998,Rol00002999,Molestias ullam quam sapiente totam illo aspernatur.,Activo
2999,Rol00003000,Saepe cum ipsam alias iure atque.,Activo
3000,Rol00003001,Deleniti maxime nesciunt voluptates earum.,Activo
3001,Rol00003002,Neque rem aut mollitia quae.,Activo
3002,Rol00003003,Blanditiis expedita delectus unde esse nihil eius.,Inactivo
3003,Rol00003004,Hic in cumque dolore quibusdam quasi illo amet.,Activo
3004,Rol00003005,Rerum quasi libero tempora quaerat accusamus.,Activo
3005,Rol00003006,A commodi quae reiciendis veniam.,Inactivo
3006,Rol00003007,Natus repellat facere recusandae expedita.,Inactivo
3007,Rol00003008,Voluptas quisquam pariatur in impedit illo labore veniam.,Inactivo
3008,Rol00003009,Optio repellendus voluptate quae.,Activo
3009,Rol00003010,Amet facere iusto illo nemo eum laudantium.,Inactivo
3010,Rol00003011,Non suscipit nisi at.,Inactivo
3011,Rol00003012,Iusto ex molestias beatae placeat aliquam illum.,Activo
3012,Rol00003013,Temporibus ut architecto sapiente vero.,Inactivo
3013,Rol00003014,Eos repellendus ducimus dolorum.,Inactivo
3014,Rol00003015,Ea quae rerum aliquam eligendi unde facere.,Inactivo
3015,Rol00003016,Autem blanditiis sapiente ex pariatur.,Activo
3016,Rol00003017,Ullam cumque quas expedita.,Inactivo
3017,Rol00003018,Commodi vel aspernatur repellendus quasi repellat.,Activo
3018,Rol00003019,Quaerat impedit ex doloremque fugiat.,Inactivo
3019,Rol00003020,Ullam officiis nihil saepe sit.,Activo
3020,Rol00003021,Ipsa aliquam quasi numquam consectetur.,Activo
3021,Rol00003022,Doloribus similique distinctio nobis deserunt.,Inactivo
3022,Rol00003023,Officiis officiis assumenda pariatur sequi delectus.,Inactivo
3023,Rol00003024,Odio quisquam ipsa eos illo enim nisi laborum.,Activo
3024,Rol00003025,Odit temporibus nobis aliquid impedit eaque officia tenetur.,Activo
3025,Rol00003026,Soluta officiis autem harum earum eaque iusto.,Inactivo
3026,Rol00003027,Eos voluptate repudiandae hic ducimus voluptatem.,Inactivo
3027,Rol00003028,Voluptatem quod quae earum provident blanditiis placeat.,Activo
3028,Rol00003029,Consequatur non nesciunt a sint.,Inactivo
3029,Rol00003030,Deserunt illum dolorem recusandae aperiam odio maxime.,Activo
3030,Rol00003031,Adipisci facilis amet magni reprehenderit.,Inactivo
3031,Rol00003032,Modi in numquam nisi officia aliquam.,Inactivo
3032,Rol00003033,Dolores excepturi consectetur suscipit illum alias.,Activo
3033,Rol00003034,Praesentium ab iste odio impedit nulla officiis.,Inactivo
3034,Rol00003035,Ratione aliquam soluta.,Activo
3035,Rol00003036,Deleniti similique animi rerum odio nihil repellat.,Activo
3036,Rol00003037,At numquam modi fugiat ipsam temporibus veniam explicabo.,Inactivo
3037,Rol00003038,Modi inventore qui alias enim.,Activo
3038,Rol00003039,Quis animi laborum eius voluptatibus recusandae sint.,Inactivo
3039,Rol00003040,Voluptatibus beatae eveniet quaerat.,Inactivo
3040,Rol00003041,A dolor dolor quia ab quia cum.,Activo
3041,Rol00003042,Omnis rerum tenetur harum maxime facilis.,Activo
3042,Rol00003043,Voluptas dolorem optio enim nemo mollitia accusamus necessitatibus.,Inactivo
3043,Rol00003044,Cumque ipsa modi dolorem ex consequatur nemo.,Inactivo
3044,Rol00003045,Ipsa officiis fuga enim molestiae vel ipsa.,Activo
3045,Rol00003046,Perspiciatis occaecati voluptate.,Inactivo
3046,Rol00003047,Illum ducimus mollitia temporibus quos quae.,Inactivo
3047,Rol00003048,Sequi explicabo natus magnam.,Activo
3048,Rol00003049,Sunt nobis quidem blanditiis hic quas.,Activo
3049,Rol00003050,Minus illo molestias quas ab.,Activo
3050,Rol00003051,Quas asperiores autem modi iure.,Activo
3051,Rol00003052,Cupiditate nesciunt suscipit voluptates facere.,Activo
3052,Rol00003053,Similique ipsum adipisci earum error exercitationem similique.,Activo
3053,Rol00003054,Veniam aliquid doloremque dolor eaque distinctio.,Activo
3054,Rol00003055,Itaque ea veniam culpa ipsam nihil adipisci aut.,Activo
3055,Rol00003056,Quaerat maxime sapiente similique.,Activo
3056,Rol00003057,Quia maiores earum labore vitae.,Inactivo
3057,Rol00003058,Nihil enim repellendus maiores molestiae porro deleniti.,Activo
3058,Rol00003059,Iusto rerum dolores assumenda assumenda tenetur.,Activo
3059,Rol00003060,Id amet accusamus deleniti sequi maiores nesciunt aperiam.,Inactivo
3060,Rol00003061,Blanditiis voluptatum necessitatibus veniam corrupti impedit doloribus.,Activo
3061,Rol00003062,Cum quia consectetur a eaque molestiae id.,Activo
3062,Rol00003063,Natus tempore iusto possimus odio adipisci culpa.,Inactivo
3063,Rol00003064,Optio nulla illo veritatis ipsum aliquid.,Activo
3064,Rol00003065,Repudiandae sit possimus exercitationem nobis.,Inactivo
3065,Rol00003066,Illo officiis iusto rerum sunt.,Activo
3066,Rol00003067,Cumque facere sapiente.,Inactivo
3067,Rol00003068,Repellat repellat fugit dolor omnis quos.,Activo
3068,Rol00003069,A sequi repellendus ut blanditiis.,Inactivo
3069,Rol00003070,Illum delectus ad possimus.,Inactivo
3070,Rol00003071,Labore quaerat reprehenderit eaque nisi distinctio aliquid.,Inactivo
3071,Rol00003072,Excepturi ex ullam provident.,Activo
3072,Rol00003073,Accusamus ullam omnis perferendis.,Inactivo
3073,Rol00003074,Mollitia voluptates quos fugit quia totam sed.,Activo
3074,Rol00003075,Soluta similique porro recusandae porro culpa.,Inactivo
3075,Rol00003076,Nulla possimus aperiam quia.,Activo
3076,Rol00003077,Atque quibusdam aliquid praesentium vel sequi.,Inactivo
3077,Rol00003078,Nobis aspernatur similique ab iure porro assumenda.,Inactivo
3078,Rol00003079,Perferendis repudiandae ut cupiditate magni delectus sint.,Inactivo
3079,Rol00003080,At sed quae sunt accusamus.,Inactivo
3080,Rol00003081,Iste accusamus repudiandae illum assumenda eius.,Inactivo
3081,Rol00003082,Iure tenetur similique at.,Activo
3082,Rol00003083,Esse quo excepturi ratione.,Inactivo
3083,Rol00003084,Vero suscipit temporibus beatae quibusdam.,Inactivo
3084,Rol00003085,Quo porro perferendis consequuntur cumque.,Activo
3085,Rol00003086,Sed possimus iusto consequatur enim explicabo.,Activo
3086,Rol00003087,Nesciunt magnam enim odit earum eius saepe.,Activo
3087,Rol00003088,Eos officia dolorem animi modi.,Inactivo
3088,Rol00003089,Id fugit quasi.,Activo
3089,Rol00003090,Ab itaque suscipit suscipit reiciendis doloribus eum facilis.,Inactivo
3090,Rol00003091,Exercitationem officiis quibusdam in.,Activo
3091,Rol00003092,Modi libero dicta velit aliquam maiores animi accusamus.,Inactivo
3092,Rol00003093,Ad magnam id porro rerum officiis magni.,Activo
3093,Rol00003094,Accusamus tempore delectus veritatis magni omnis.,Activo
3094,Rol00003095,Mollitia amet fuga voluptates animi id.,Activo
3095,Rol00003096,Sunt suscipit nulla ratione aliquam dolorum odio.,Inactivo
3096,Rol00003097,Corrupti alias atque numquam.,Activo
3097,Rol00003098,Ea facere error.,Activo
3098,Rol00003099,Accusamus enim quidem ipsam dolore ullam ipsam.,Activo
3099,Rol00003100,Voluptatibus nam omnis iusto debitis rerum provident.,Inactivo
3100,Rol00003101,Voluptates atque vitae.,Activo
3101,Rol00003102,Libero ducimus laboriosam ipsum debitis delectus adipisci aliquid.,Activo
3102,Rol00003103,Reprehenderit itaque eius qui unde suscipit possimus dolorum.,Activo
3103,Rol00003104,Mollitia explicabo occaecati officia.,Inactivo
3104,Rol00003105,Aliquam iste explicabo expedita consequatur cupiditate nemo.,Activo
3105,Rol00003106,Ea beatae hic voluptas dolor ut aut reprehenderit.,Activo
3106,Rol00003107,Velit corporis natus dolore commodi molestias.,Inactivo
3107,Rol00003108,Recusandae natus amet pariatur.,Activo
3108,Rol00003109,Animi odit aut eius neque cupiditate.,Activo
3109,Rol00003110,Voluptatem minus animi saepe ex.,Activo
3110,Rol00003111,Autem non ipsam.,Activo
3111,Rol00003112,Quas sequi provident odio hic voluptas expedita.,Inactivo
3112,Rol00003113,Deleniti optio fugit ut.,Inactivo
3113,Rol00003114,Eum voluptatum ab perferendis soluta.,Activo
3114,Rol00003115,Facere recusandae explicabo neque rerum non voluptatem nesciunt.,Activo
3115,Rol00003116,Id reprehenderit nesciunt corporis.,Inactivo
3116,Rol00003117,Consectetur sunt delectus.,Activo
3117,Rol00003118,Iure reiciendis dolore numquam animi mollitia.,Inactivo
3118,Rol00003119,Aut perspiciatis tempore quos maiores perferendis aut.,Activo
3119,Rol00003120,Accusamus alias ad culpa dicta.,Activo
3120,Rol00003121,Sunt cum nam amet debitis.,Inactivo
3121,Rol00003122,Natus consequuntur soluta veniam cum minus.,Inactivo
3122,Rol00003123,Mollitia nobis consequuntur soluta mollitia.,Inactivo
3123,Rol00003124,Omnis numquam sequi aut accusamus.,Activo
3124,Rol00003125,Alias sequi porro.,Activo
3125,Rol00003126,Sunt inventore soluta.,Activo
3126,Rol00003127,Unde rem quas doloremque sed officia saepe.,Activo
3127,Rol00003128,Nostrum aliquam excepturi eius.,Activo
3128,Rol00003129,Odit reiciendis neque assumenda maiores cupiditate repudiandae.,Inactivo
3129,Rol00003130,Omnis voluptatum inventore.,Activo
3130,Rol00003131,Unde fuga hic placeat earum.,Inactivo
3131,Rol00003132,In voluptatum quibusdam illum.,Activo
3132,Rol00003133,Accusamus aliquid quidem.,Inactivo
3133,Rol00003134,Voluptatibus eius odio officiis nostrum.,Inactivo
3134,Rol00003135,Delectus magni officiis.,Inactivo
3135,Rol00003136,Hic quasi sunt nemo assumenda adipisci.,Activo
3136,Rol00003137,Provident facilis blanditiis delectus voluptatum velit.,Activo
3137,Rol00003138,Nihil rem enim.,Inactivo
3138,Rol00003139,Officia ab id voluptate corporis.,Inactivo
3139,Rol00003140,Quis eius omnis corrupti.,Activo
3140,Rol00003141,Sequi autem incidunt eaque culpa omnis.,Inactivo
3141,Rol00003142,Voluptates hic odio atque.,Inactivo
3142,Rol00003143,Sed unde commodi quaerat alias delectus dolorem.,Activo
3143,Rol00003144,Recusandae alias cupiditate.,Activo
3144,Rol00003145,Officiis itaque expedita distinctio.,Inactivo
3145,Rol00003146,Amet voluptas voluptatibus quo.,Activo
3146,Rol00003147,Error dolor iure necessitatibus.,Inactivo
3147,Rol00003148,Eius quae animi laboriosam culpa minus hic.,Activo
3148,Rol00003149,Accusamus ea nostrum molestiae assumenda quidem dicta.,Inactivo
3149,Rol00003150,Ipsam voluptatibus totam sint minus adipisci.,Activo
3150,Rol00003151,Eligendi fugiat minima.,Inactivo
3151,Rol00003152,Dignissimos voluptatum similique quisquam.,Activo
3152,Rol00003153,Ipsum praesentium accusamus.,Activo
3153,Rol00003154,Exercitationem aut facilis ratione officia.,Activo
3154,Rol00003155,Earum vel laborum sunt architecto.,Inactivo
3155,Rol00003156,Delectus repellendus voluptatum dolore laudantium expedita sed.,Inactivo
3156,Rol00003157,Sapiente nemo exercitationem rerum.,Inactivo
3157,Rol00003158,Sint sit incidunt dignissimos sed velit sequi.,Inactivo
3158,Rol00003159,Neque ullam mollitia libero.,Inactivo
3159,Rol00003160,Nostrum fuga rem culpa ducimus.,Activo
3160,Rol00003161,Voluptas in fuga atque a reiciendis voluptates.,Inactivo
3161,Rol00003162,Dolores a cum sunt.,Activo
3162,Rol00003163,Asperiores illo mollitia possimus laborum inventore et voluptates.,Activo
3163,Rol00003164,Laborum ipsa quia itaque quaerat incidunt alias.,Activo
3164,Rol00003165,Natus architecto facilis iure.,Inactivo
3165,Rol00003166,Deserunt nostrum ex quasi commodi.,Activo
3166,Rol00003167,Laboriosam unde ducimus voluptates a recusandae voluptas consequatur.,Inactivo
3167,Rol00003168,Asperiores eveniet quia vitae quidem minima.,Activo
3168,Rol00003169,Nisi totam recusandae eveniet quaerat.,Inactivo
3169,Rol00003170,Pariatur sit maxime laborum.,Inactivo
3170,Rol00003171,Pariatur at veniam totam laboriosam ex adipisci tempore.,Inactivo
3171,Rol00003172,Impedit iusto omnis accusamus sapiente laudantium.,Inactivo
3172,Rol00003173,Nihil provident magni quam cupiditate laudantium aliquam.,Activo
3173,Rol00003174,Corporis nesciunt molestiae asperiores aspernatur.,Inactivo
3174,Rol00003175,Neque iste amet labore hic exercitationem repudiandae.,Inactivo
3175,Rol00003176,Laboriosam impedit ex adipisci nihil aperiam.,Activo
3176,Rol00003177,Quidem quam dicta reiciendis quae quidem.,Inactivo
3177,Rol00003178,Culpa quo facere delectus dolorem ea.,Activo
3178,Rol00003179,Optio necessitatibus quibusdam adipisci laborum voluptate laudantium.,Activo
3179,Rol00003180,Nesciunt natus et porro libero hic.,Activo
3180,Rol00003181,Optio voluptatum iure autem totam aliquid cupiditate.,Activo
3181,Rol00003182,Nemo voluptatum porro veniam maxime blanditiis quaerat.,Activo
3182,Rol00003183,Cumque maiores delectus repudiandae molestiae totam.,Activo
3183,Rol00003184,Id consequatur repellendus beatae nisi labore dolore quis.,Activo
3184,Rol00003185,Odit atque ipsam quidem ipsam alias sunt.,Activo
3185,Rol00003186,Laboriosam vero similique explicabo vero labore.,Activo
3186,Rol00003187,Est consequatur eligendi placeat velit neque impedit blanditiis.,Activo
3187,Rol00003188,Occaecati eius molestias tempore animi temporibus aliquam.,Activo
3188,Rol00003189,Odio ut dignissimos officia error maiores quia.,Activo
3189,Rol00003190,Aliquid illo aut facilis.,Activo
3190,Rol00003191,Ratione suscipit eligendi alias nostrum veniam.,Inactivo
3191,Rol00003192,Odit nisi dolorum iste ut ullam.,Inactivo
3192,Rol00003193,Rerum aliquam voluptatem velit vitae deserunt.,Inactivo
3193,Rol00003194,Ea amet eaque consequatur.,Inactivo
3194,Rol00003195,Repellat corrupti doloremque fuga.,Activo
3195,Rol00003196,Optio voluptatibus facere nulla illo at.,Activo
3196,Rol00003197,Amet accusantium reprehenderit odit quis.,Activo
3197,Rol00003198,Maiores optio praesentium sint facere unde.,Inactivo
3198,Rol00003199,Error quaerat totam tempora quas harum.,Inactivo
3199,Rol00003200,Aspernatur minus temporibus earum sit rerum.,Inactivo
3200,Rol00003201,A possimus deleniti eaque velit eveniet.,Inactivo
3201,Rol00003202,Odio tenetur vitae magnam illo beatae.,Activo
3202,Rol00003203,Id recusandae voluptatem possimus saepe.,Inactivo
3203,Rol00003204,Quidem doloribus repellendus soluta tenetur quibusdam.,Inactivo
3204,Rol00003205,Corrupti nisi fuga dolorem dicta incidunt.,Inactivo
3205,Rol00003206,Veniam delectus doloremque.,Activo
3206,Rol00003207,Facilis est sunt illo laborum repudiandae architecto.,Activo
3207,Rol00003208,Officiis culpa soluta.,Activo
3208,Rol00003209,Soluta autem voluptas aperiam nihil dolorem nulla.,Inactivo
3209,Rol00003210,Nostrum ullam officia quia id.,Inactivo
3210,Rol00003211,Atque explicabo voluptatum labore.,Activo
3211,Rol00003212,Fugit suscipit reiciendis optio asperiores voluptatum nostrum.,Activo
3212,Rol00003213,Atque voluptates porro odio cum dolorum nulla.,Activo
3213,Rol00003214,Ratione maiores in numquam.,Inactivo
3214,Rol00003215,Natus sunt saepe ullam molestias nesciunt.,Activo
3215,Rol00003216,Natus perferendis soluta.,Activo
3216,Rol00003217,Qui voluptas sunt similique fugit occaecati neque.,Activo
3217,Rol00003218,Repudiandae adipisci quaerat rem porro aut laudantium.,Activo
3218,Rol00003219,Animi totam impedit recusandae vitae.,Activo
3219,Rol00003220,Veritatis ipsa quia expedita aperiam voluptas.,Inactivo
3220,Rol00003221,Praesentium autem quisquam sint inventore expedita.,Activo
3221,Rol00003222,Excepturi fuga deserunt voluptatem ab dicta ipsa eveniet.,Activo
3222,Rol00003223,Qui recusandae possimus accusantium repudiandae facilis repudiandae.,Activo
3223,Rol00003224,Quos eaque facere explicabo ipsa officiis maxime.,Activo
3224,Rol00003225,Voluptatem voluptatum corporis repudiandae saepe est corrupti.,Inactivo
3225,Rol00003226,Officiis numquam dignissimos officia laborum dolorem.,Inactivo
3226,Rol00003227,Quod modi optio possimus esse itaque impedit voluptates.,Activo
3227,Rol00003228,Sequi dignissimos voluptas voluptas.,Activo
3228,Rol00003229,Expedita nemo quod nihil.,Activo
3229,Rol00003230,Quasi laboriosam eveniet pariatur reiciendis.,Activo
3230,Rol00003231,Pariatur placeat quos laudantium.,Inactivo
3231,Rol00003232,Minima nisi molestias est necessitatibus delectus quos.,Inactivo
3232,Rol00003233,Dolores ratione dicta eum provident debitis.,Inactivo
3233,Rol00003234,Sequi libero provident veritatis iste maiores excepturi.,Activo
3234,Rol00003235,Iusto cumque occaecati quos inventore accusantium beatae.,Activo
3235,Rol00003236,Qui velit earum doloremque minima laborum excepturi.,Inactivo
3236,Rol00003237,Error qui impedit officia rem.,Activo
3237,Rol00003238,Voluptas pariatur sequi officia.,Activo
3238,Rol00003239,Officia vel laboriosam optio eum deleniti beatae.,Inactivo
