,IdM,NombreM,DescripcionM,EstadoM
1861,M00001862,Educación SocioEmocional,Porro minima atque optio neque nam.,Activo
1862,M00001863,Educación Fisica,Tempore placeat suscipit numquam laborum excepturi sed.,Activo
1863,M00001864,Educación SocioEmocional,Nesciunt iste aut explicabo eveniet nemo minima.,Inactivo
1864,M00001865,Educación Fisica,Culpa modi labore est nulla enim dolorem.,Inactivo
1865,M00001866,Educación SocioEmocional,Quisquam mollitia porro fugiat occaecati numquam et.,Inactivo
1866,M00001867,Exploración y Comprensión del mundo natural y social,Consectetur voluptatibus saepe quisquam exercitationem.,Activo
1867,M00001868,Educación SocioEmocional,Quidem accusantium aspernatur enim optio inventore earum.,Activo
1868,M00001869,Artes,Voluptates repellat quae enim possimus.,Activo
1869,M00001870,Educación SocioEmocional,Facilis eligendi omnis dignissimos nobis labore voluptates.,Inactivo
1870,M00001871,Artes,Temporibus similique facere aliquid amet voluptas.,Inactivo
1871,M00001872,Educación Fisica,Tempore earum quo saepe.,Inactivo
1872,M00001873,Educación SocioEmocional,Architecto alias eius qui.,Inactivo
1873,M00001874,Educación Fisica,Nesciunt totam sit.,Activo
1874,M00001875,Pensamiento Matemáico,Dolorum ab sequi fuga in provident rem laborum.,Inactivo
1875,M00001876,Exploración y Comprensión del mundo natural y social,Sed excepturi odio nemo incidunt sed ducimus.,Inactivo
1876,M00001877,Lenguaje y Comunicación,Doloremque ipsam earum soluta.,Inactivo
1877,M00001878,Educación Fisica,Quaerat tempore totam et totam maxime.,Inactivo
1878,M00001879,Educación SocioEmocional,Recusandae pariatur veniam officia ipsa voluptatum vero.,Inactivo
1879,M00001880,Educación SocioEmocional,Hic magnam esse quia sint magnam suscipit.,Inactivo
1880,M00001881,Lenguaje y Comunicación,Ab nihil impedit deleniti recusandae.,Activo
1881,M00001882,Educación SocioEmocional,Neque minima sit molestiae.,Inactivo
1882,M00001883,Lenguaje y Comunicación,Placeat corporis assumenda incidunt harum.,Activo
1883,M00001884,Pensamiento Matemáico,Praesentium ratione veniam impedit optio.,Inactivo
1884,M00001885,Exploración y Comprensión del mundo natural y social,Itaque voluptates ratione distinctio pariatur blanditiis quis.,Activo
1885,M00001886,Educación SocioEmocional,Debitis culpa voluptate beatae recusandae.,Activo
1886,M00001887,Artes,Perspiciatis eveniet nesciunt aperiam.,Activo
1887,M00001888,Educación SocioEmocional,Laborum similique quos consectetur quos facere.,Inactivo
1888,M00001889,Artes,Voluptatibus ipsum nemo consequatur consequuntur.,Activo
1889,M00001890,Exploración y Comprensión del mundo natural y social,Distinctio reprehenderit porro recusandae.,Activo
1890,M00001891,Artes,Vero culpa vero doloremque.,Inactivo
1891,M00001892,Exploración y Comprensión del mundo natural y social,Exercitationem nostrum delectus neque necessitatibus dolorum voluptatum illo.,Activo
1892,M00001893,Educación SocioEmocional,Ullam dolores ipsa in numquam quasi animi voluptatem.,Activo
1893,M00001894,Pensamiento Matemáico,Ipsum aut temporibus mollitia illo.,Inactivo
1894,M00001895,Educación Fisica,Harum praesentium quod quo suscipit aspernatur eos magni.,Inactivo
1895,M00001896,Exploración y Comprensión del mundo natural y social,Corporis veritatis excepturi quaerat repudiandae.,Inactivo
1896,M00001897,Artes,Corporis rerum id numquam quo nemo quo.,Inactivo
1897,M00001898,Exploración y Comprensión del mundo natural y social,Voluptate fugiat modi exercitationem accusantium.,Activo
1898,M00001899,Lenguaje y Comunicación,Ex doloribus animi reiciendis provident.,Activo
1899,M00001900,Lenguaje y Comunicación,Ad exercitationem architecto incidunt dolorem.,Activo
1900,M00001901,Pensamiento Matemáico,Tempore accusamus a aperiam temporibus.,Inactivo
1901,M00001902,Exploración y Comprensión del mundo natural y social,Quasi itaque delectus tenetur fuga accusantium.,Activo
1902,M00001903,Educación SocioEmocional,Aspernatur magnam dolor accusamus quod fugiat commodi.,Activo
1903,M00001904,Educación SocioEmocional,Nostrum repellendus ab porro.,Activo
1904,M00001905,Exploración y Comprensión del mundo natural y social,Nihil pariatur dolore modi.,Activo
1905,M00001906,Pensamiento Matemáico,Voluptas a expedita vero perferendis mollitia.,Inactivo
1906,M00001907,Educación SocioEmocional,Consequuntur esse in error reprehenderit.,Activo
1907,M00001908,Artes,Sit quod corporis autem quam saepe praesentium.,Inactivo
1908,M00001909,Lenguaje y Comunicación,Aspernatur quas harum.,Inactivo
1909,M00001910,Educación SocioEmocional,Explicabo amet cumque saepe.,Activo
1910,M00001911,Exploración y Comprensión del mundo natural y social,Adipisci est quas placeat ab.,Inactivo
1911,M00001912,Educación Fisica,Illo veritatis architecto temporibus facere quam.,Inactivo
1912,M00001913,Artes,Delectus natus nisi quo.,Inactivo
1913,M00001914,Educación SocioEmocional,Esse quidem quisquam laudantium totam in nisi.,Activo
1914,M00001915,Artes,Saepe deserunt laboriosam officiis.,Inactivo
1915,M00001916,Educación Fisica,Nihil enim assumenda facere commodi rem.,Inactivo
1916,M00001917,Lenguaje y Comunicación,Iure deleniti aliquam.,Activo
1917,M00001918,Lenguaje y Comunicación,Sit facere sapiente similique nemo sed soluta.,Activo
1918,M00001919,Lenguaje y Comunicación,Aut repellat saepe adipisci.,Inactivo
1919,M00001920,Pensamiento Matemáico,Maxime deserunt voluptatum quos voluptates.,Inactivo
1920,M00001921,Educación Fisica,Reiciendis architecto sapiente animi quod accusantium.,Activo
1921,M00001922,Exploración y Comprensión del mundo natural y social,Aliquid consectetur dolorum architecto itaque error.,Activo
1922,M00001923,Exploración y Comprensión del mundo natural y social,Velit eaque similique optio sequi aspernatur cupiditate laborum.,Activo
1923,M00001924,Artes,Velit repellat odio harum.,Activo
1924,M00001925,Educación Fisica,Consectetur veniam ducimus nulla reiciendis alias.,Activo
1925,M00001926,Artes,Error consequatur maxime.,Activo
1926,M00001927,Lenguaje y Comunicación,Illo vitae aliquid asperiores velit et.,Inactivo
1927,M00001928,Educación Fisica,Perferendis sed delectus inventore.,Inactivo
1928,M00001929,Educación SocioEmocional,Tenetur incidunt dolores totam suscipit.,Inactivo
1929,M00001930,Educación Fisica,Eum libero quasi quis.,Inactivo
1930,M00001931,Exploración y Comprensión del mundo natural y social,Natus quo veritatis saepe ipsam.,Activo
1931,M00001932,Educación Fisica,Nesciunt hic perspiciatis consectetur.,Inactivo
1932,M00001933,Lenguaje y Comunicación,Corporis blanditiis velit porro vel possimus mollitia.,Inactivo
1933,M00001934,Exploración y Comprensión del mundo natural y social,Neque aut iste quis voluptate dolorum.,Inactivo
1934,M00001935,Educación Fisica,Modi reiciendis iste consequuntur sapiente excepturi blanditiis.,Activo
1935,M00001936,Educación SocioEmocional,Ut id temporibus quas alias vitae.,Inactivo
1936,M00001937,Educación Fisica,Quis temporibus porro libero.,Inactivo
1937,M00001938,Educación Fisica,Veniam iste earum corporis accusantium saepe animi optio.,Inactivo
1938,M00001939,Educación SocioEmocional,Similique dolore sunt aut eligendi enim qui.,Activo
1939,M00001940,Lenguaje y Comunicación,Sapiente sed explicabo.,Activo
1940,M00001941,Educación SocioEmocional,Deleniti nihil laboriosam fugiat nobis officia nemo.,Activo
1941,M00001942,Lenguaje y Comunicación,Possimus optio ducimus mollitia dignissimos ratione.,Activo
1942,M00001943,Artes,Odit sit at occaecati delectus earum.,Activo
1943,M00001944,Educación Fisica,Praesentium beatae dolor adipisci repellendus assumenda vitae.,Activo
1944,M00001945,Lenguaje y Comunicación,Neque dolorem itaque atque hic expedita.,Inactivo
1945,M00001946,Educación SocioEmocional,Incidunt voluptas inventore dolorum voluptatem officia.,Activo
1946,M00001947,Exploración y Comprensión del mundo natural y social,Corrupti dignissimos tempora explicabo temporibus quo dolores.,Activo
1947,M00001948,Pensamiento Matemáico,Ipsum quae officia natus harum doloribus illum.,Inactivo
1948,M00001949,Educación Fisica,Magnam hic quidem totam ea blanditiis.,Activo
1949,M00001950,Lenguaje y Comunicación,Amet architecto nostrum ad ipsum ipsum.,Activo
1950,M00001951,Educación SocioEmocional,Praesentium soluta maiores ipsam voluptatem.,Inactivo
1951,M00001952,Lenguaje y Comunicación,Sit quidem accusantium soluta vel laudantium nihil.,Activo
1952,M00001953,Educación SocioEmocional,Ipsum aliquid porro ipsam voluptatem.,Activo
1953,M00001954,Educación Fisica,Corrupti asperiores at sit.,Inactivo
1954,M00001955,Pensamiento Matemáico,Eligendi quas consequuntur repudiandae.,Inactivo
1955,M00001956,Lenguaje y Comunicación,Ad fugiat quidem totam.,Inactivo
1956,M00001957,Educación SocioEmocional,Ab commodi voluptas fugiat facilis a molestias.,Activo
1957,M00001958,Educación SocioEmocional,Dolorem sed distinctio cupiditate labore voluptatem dicta.,Activo
1958,M00001959,Artes,Totam aperiam suscipit aliquam dolores officia.,Activo
1959,M00001960,Lenguaje y Comunicación,Distinctio enim minus.,Inactivo
1960,M00001961,Pensamiento Matemáico,Omnis dolores numquam asperiores.,Inactivo
1961,M00001962,Educación SocioEmocional,Illum hic quod labore non dolores voluptates.,Activo
1962,M00001963,Educación SocioEmocional,Voluptas voluptate animi quasi numquam aliquid.,Activo
1963,M00001964,Artes,Fuga sint magni sit.,Activo
1964,M00001965,Educación SocioEmocional,Fugit at natus fugit recusandae.,Inactivo
1965,M00001966,Exploración y Comprensión del mundo natural y social,In dolorem quia odit commodi doloremque saepe.,Activo
1966,M00001967,Exploración y Comprensión del mundo natural y social,Ipsum suscipit repellendus magni porro provident.,Inactivo
1967,M00001968,Exploración y Comprensión del mundo natural y social,Aspernatur blanditiis nisi excepturi similique explicabo voluptas.,Inactivo
1968,M00001969,Lenguaje y Comunicación,Minus iusto sunt.,Inactivo
1969,M00001970,Lenguaje y Comunicación,Saepe repellat quisquam ex.,Inactivo
1970,M00001971,Educación SocioEmocional,Ipsum mollitia officia dicta distinctio.,Inactivo
1971,M00001972,Educación SocioEmocional,Eos enim atque expedita blanditiis.,Activo
1972,M00001973,Exploración y Comprensión del mundo natural y social,Occaecati esse officiis.,Inactivo
1973,M00001974,Educación Fisica,Soluta cum architecto dolores rerum quas voluptates.,Activo
1974,M00001975,Pensamiento Matemáico,Cupiditate aspernatur dolor pariatur ut similique.,Activo
1975,M00001976,Educación Fisica,At sequi maiores voluptatum.,Activo
1976,M00001977,Pensamiento Matemáico,Atque reiciendis accusamus corporis itaque exercitationem.,Inactivo
1977,M00001978,Exploración y Comprensión del mundo natural y social,Mollitia nesciunt ipsa voluptatum eos.,Activo
1978,M00001979,Artes,Exercitationem distinctio neque ea quis iusto sed.,Inactivo
1979,M00001980,Exploración y Comprensión del mundo natural y social,Quisquam harum ipsam nobis.,Inactivo
1980,M00001981,Artes,Nihil aut voluptate laboriosam.,Activo
1981,M00001982,Exploración y Comprensión del mundo natural y social,Odit aperiam accusamus id eveniet aliquam.,Inactivo
1982,M00001983,Educación Fisica,Est aspernatur reiciendis consectetur aperiam sed neque.,Activo
1983,M00001984,Educación SocioEmocional,Sunt laudantium nesciunt modi.,Activo
1984,M00001985,Pensamiento Matemáico,Iure recusandae velit.,Inactivo
1985,M00001986,Pensamiento Matemáico,Unde repellat ratione debitis ipsa pariatur.,Activo
1986,M00001987,Artes,Porro tenetur aperiam sapiente voluptate magni.,Inactivo
1987,M00001988,Artes,Nulla corporis deleniti quas eum possimus nesciunt consequatur.,Inactivo
1988,M00001989,Exploración y Comprensión del mundo natural y social,Quisquam nemo optio ab quo.,Inactivo
1989,M00001990,Pensamiento Matemáico,Unde eum ipsa amet doloremque dignissimos pariatur aspernatur.,Activo
1990,M00001991,Pensamiento Matemáico,Quam veniam dolores assumenda eum vel accusamus voluptatem.,Activo
1991,M00001992,Artes,Et commodi dolorem.,Activo
1992,M00001993,Educación Fisica,Iste officiis minus ipsum.,Inactivo
1993,M00001994,Exploración y Comprensión del mundo natural y social,Incidunt eligendi hic ipsum veritatis error cum quod.,Activo
1994,M00001995,Educación Fisica,Ex eaque odit nulla nobis dolor.,Inactivo
1995,M00001996,Lenguaje y Comunicación,Ipsum harum dolor neque.,Activo
1996,M00001997,Pensamiento Matemáico,Ratione nobis quos tempore rem.,Inactivo
1997,M00001998,Exploración y Comprensión del mundo natural y social,Id assumenda hic dicta mollitia soluta ratione.,Inactivo
1998,M00001999,Lenguaje y Comunicación,Tempora ipsum corrupti in enim iste debitis.,Inactivo
1999,M00002000,Artes,Soluta dolor officia repellendus adipisci dolore est.,Activo
2000,M00002001,Educación SocioEmocional,Deleniti quasi quisquam voluptatum.,Inactivo
2001,M00002002,Educación SocioEmocional,Est voluptas natus ullam architecto.,Inactivo
2002,M00002003,Artes,Iure ab necessitatibus esse tenetur dolor odio.,Activo
2003,M00002004,Educación Fisica,Libero perferendis maxime quos.,Activo
2004,M00002005,Lenguaje y Comunicación,Corporis odit tempore voluptates tempore amet.,Activo
2005,M00002006,Lenguaje y Comunicación,Fuga vel enim et.,Inactivo
2006,M00002007,Lenguaje y Comunicación,Temporibus aliquam quaerat aspernatur.,Inactivo
2007,M00002008,Exploración y Comprensión del mundo natural y social,Assumenda voluptates sed atque reprehenderit suscipit aspernatur.,Inactivo
2008,M00002009,Exploración y Comprensión del mundo natural y social,Tempora corrupti quisquam ad dignissimos.,Inactivo
2009,M00002010,Educación Fisica,Reprehenderit consequatur suscipit iste facere.,Activo
2010,M00002011,Educación Fisica,Molestias ex fugiat quasi laudantium.,Inactivo
2011,M00002012,Educación Fisica,Modi praesentium expedita est.,Activo
2012,M00002013,Exploración y Comprensión del mundo natural y social,Sint animi illo.,Activo
2013,M00002014,Pensamiento Matemáico,Repellat alias quibusdam tempora fugiat adipisci.,Activo
2014,M00002015,Educación SocioEmocional,Soluta cupiditate magnam ex magnam ad.,Activo
2015,M00002016,Educación SocioEmocional,Ratione veniam harum.,Inactivo
2016,M00002017,Artes,Deleniti deserunt quisquam possimus.,Activo
2017,M00002018,Exploración y Comprensión del mundo natural y social,Inventore recusandae recusandae similique consectetur.,Activo
2018,M00002019,Educación SocioEmocional,Laborum rerum esse magnam similique.,Inactivo
2019,M00002020,Educación Fisica,Quia quas harum dolor dicta.,Inactivo
2020,M00002021,Artes,Nulla accusamus temporibus earum quia ab.,Inactivo
2021,M00002022,Artes,Sapiente laborum quae mollitia error aperiam.,Activo
2022,M00002023,Exploración y Comprensión del mundo natural y social,Minima perferendis repellendus voluptatum aperiam animi quas.,Inactivo
2023,M00002024,Lenguaje y Comunicación,Reiciendis consequatur voluptate inventore voluptatem eligendi.,Inactivo
2024,M00002025,Pensamiento Matemáico,Quaerat laboriosam omnis nostrum ullam ducimus.,Activo
2025,M00002026,Lenguaje y Comunicación,Illo debitis suscipit nisi sapiente sint.,Inactivo
2026,M00002027,Lenguaje y Comunicación,Amet iure consequuntur repellat maiores.,Inactivo
2027,M00002028,Educación SocioEmocional,Impedit asperiores tempore nostrum.,Activo
2028,M00002029,Educación Fisica,Ut soluta nihil distinctio accusantium aspernatur.,Inactivo
2029,M00002030,Pensamiento Matemáico,Occaecati ducimus similique eum quis pariatur expedita.,Activo
2030,M00002031,Lenguaje y Comunicación,Tempore officiis minus.,Activo
2031,M00002032,Pensamiento Matemáico,Veritatis reprehenderit consequuntur deserunt nobis molestiae.,Activo
2032,M00002033,Pensamiento Matemáico,Alias nisi iste at molestiae distinctio optio.,Activo
2033,M00002034,Artes,Repellendus minus nobis voluptatem ducimus.,Inactivo
2034,M00002035,Educación Fisica,Quo repellendus harum inventore dolore molestias.,Inactivo
