,IdAu,NumAu,EstadoAu
3205,Au00003206,Coliseo,Ocupado
3206,Au00003207,Coliseo,Ocupado
3207,Au00003208,A-5834,Mantenimiento
3208,Au00003209,B-7545,Mantenimiento
3209,Au00003210,D-6641,Mantenimiento
3210,Au00003211,C-4854,Disponible
3211,Au00003212,A-7612,Mantenimiento
3212,Au00003213,Salon Interactivo,Mantenimiento
3213,Au00003214,Salon Interactivo,Mantenimiento
3214,Au00003215,A-3953,Ocupado
3215,Au00003216,D-3561,Ocupado
3216,Au00003217,D-9191,Disponible
3217,Au00003218,B-8184,Mantenimiento
3218,Au00003219,Salon Interactivo,Ocupado
3219,Au00003220,C-935,Mantenimiento
3220,Au00003221,Coliseo,Disponible
3221,Au00003222,D-5983,Ocupado
3222,Au00003223,Patio,Mantenimiento
3223,Au00003224,D-7583,Disponible
3224,Au00003225,Patio,Ocupado
3225,Au00003226,Coliseo,Disponible
3226,Au00003227,B-6553,Disponible
3227,Au00003228,Coliseo,Disponible
3228,Au00003229,D-9271,Disponible
3229,Au00003230,Coliseo,Mantenimiento
3230,Au00003231,A-9397,Mantenimiento
3231,Au00003232,Coliseo,Ocupado
3232,Au00003233,B-1016,Mantenimiento
3233,Au00003234,C-680,Disponible
3234,Au00003235,A-8156,Mantenimiento
3235,Au00003236,Salon Interactivo,Mantenimiento
3236,Au00003237,B-779,Mantenimiento
3237,Au00003238,Salon Interactivo,Mantenimiento
3238,Au00003239,B-919,Mantenimiento
3239,Au00003240,B-3213,Mantenimiento
3240,Au00003241,D-7590,Disponible
3241,Au00003242,Patio,Mantenimiento
3242,Au00003243,D-2858,Mantenimiento
3243,Au00003244,C-4690,Ocupado
3244,Au00003245,A-3446,Disponible
3245,Au00003246,C-4236,Mantenimiento
3246,Au00003247,Salon Interactivo,Ocupado
3247,Au00003248,C-6751,Ocupado
3248,Au00003249,Patio,Mantenimiento
3249,Au00003250,B-4518,Disponible
3250,Au00003251,Coliseo,Disponible
3251,Au00003252,Patio,Mantenimiento
3252,Au00003253,Patio,Mantenimiento
3253,Au00003254,D-3994,Mantenimiento
3254,Au00003255,Salon Interactivo,Mantenimiento
3255,Au00003256,Patio,Ocupado
3256,Au00003257,Patio,Ocupado
3257,Au00003258,Coliseo,Ocupado
3258,Au00003259,Coliseo,Ocupado
3259,Au00003260,D-1200,Disponible
3260,Au00003261,C-1841,Mantenimiento
3261,Au00003262,C-8200,Ocupado
3262,Au00003263,D-9718,Mantenimiento
3263,Au00003264,C-7197,Disponible
3264,Au00003265,D-7464,Disponible
3265,Au00003266,D-3261,Ocupado
3266,Au00003267,B-7594,Mantenimiento
3267,Au00003268,Patio,Ocupado
3268,Au00003269,D-7297,Mantenimiento
3269,Au00003270,B-5471,Disponible
3270,Au00003271,A-2201,Disponible
3271,Au00003272,Salon Interactivo,Mantenimiento
3272,Au00003273,A-4738,Mantenimiento
3273,Au00003274,C-4199,Ocupado
3274,Au00003275,Salon Interactivo,Disponible
3275,Au00003276,C-1225,Ocupado
3276,Au00003277,Coliseo,Disponible
3277,Au00003278,B-4708,Disponible
3278,Au00003279,B-757,Mantenimiento
3279,Au00003280,B-7059,Mantenimiento
3280,Au00003281,B-3439,Mantenimiento
3281,Au00003282,Salon Interactivo,Mantenimiento
3282,Au00003283,B-5332,Mantenimiento
3283,Au00003284,D-189,Mantenimiento
3284,Au00003285,D-5169,Ocupado
3285,Au00003286,C-9948,Mantenimiento
3286,Au00003287,D-9700,Ocupado
3287,Au00003288,B-1846,Ocupado
3288,Au00003289,A-3180,Ocupado
3289,Au00003290,A-5607,Mantenimiento
3290,Au00003291,Patio,Mantenimiento
3291,Au00003292,Patio,Disponible
3292,Au00003293,D-6701,Disponible
3293,Au00003294,Coliseo,Disponible
3294,Au00003295,D-5864,Mantenimiento
3295,Au00003296,Coliseo,Mantenimiento
3296,Au00003297,D-9721,Ocupado
3297,Au00003298,Coliseo,Mantenimiento
3298,Au00003299,D-8179,Disponible
3299,Au00003300,D-9868,Disponible
3300,Au00003301,D-7926,Mantenimiento
3301,Au00003302,Salon Interactivo,Ocupado
3302,Au00003303,B-6751,Mantenimiento
3303,Au00003304,D-7643,Ocupado
3304,Au00003305,B-4442,Ocupado
3305,Au00003306,B-3577,Disponible
3306,Au00003307,A-2450,Ocupado
3307,Au00003308,B-4975,Mantenimiento
3308,Au00003309,Coliseo,Ocupado
3309,Au00003310,C-5584,Disponible
3310,Au00003311,B-3625,Ocupado
3311,Au00003312,Patio,Disponible
3312,Au00003313,Patio,Mantenimiento
3313,Au00003314,A-5739,Ocupado
3314,Au00003315,Patio,Mantenimiento
3315,Au00003316,D-8,Ocupado
3316,Au00003317,A-5745,Disponible
3317,Au00003318,Patio,Ocupado
3318,Au00003319,B-1732,Mantenimiento
3319,Au00003320,Patio,Disponible
3320,Au00003321,Salon Interactivo,Mantenimiento
3321,Au00003322,A-2567,Ocupado
3322,Au00003323,A-8103,Disponible
3323,Au00003324,A-2711,Mantenimiento
3324,Au00003325,Salon Interactivo,Disponible
3325,Au00003326,A-2477,Disponible
3326,Au00003327,Coliseo,Mantenimiento
3327,Au00003328,C-1530,Mantenimiento
3328,Au00003329,A-6497,Ocupado
3329,Au00003330,C-6830,Disponible
3330,Au00003331,C-1984,Ocupado
3331,Au00003332,D-4622,Disponible
3332,Au00003333,A-5235,Ocupado
3333,Au00003334,A-9991,Ocupado
3334,Au00003335,C-4585,Mantenimiento
3335,Au00003336,Patio,Mantenimiento
3336,Au00003337,Coliseo,Mantenimiento
3337,Au00003338,C-3232,Ocupado
3338,Au00003339,A-6547,Mantenimiento
3339,Au00003340,D-8874,Mantenimiento
3340,Au00003341,D-4677,Ocupado
3341,Au00003342,Coliseo,Ocupado
3342,Au00003343,Coliseo,Mantenimiento
3343,Au00003344,B-9390,Disponible
3344,Au00003345,Patio,Ocupado
3345,Au00003346,B-3269,Mantenimiento
3346,Au00003347,D-9797,Mantenimiento
3347,Au00003348,Patio,Mantenimiento
3348,Au00003349,Coliseo,Ocupado
3349,Au00003350,B-1346,Mantenimiento
3350,Au00003351,D-7899,Mantenimiento
3351,Au00003352,D-7017,Disponible
3352,Au00003353,Patio,Disponible
3353,Au00003354,Coliseo,Ocupado
3354,Au00003355,Coliseo,Ocupado
3355,Au00003356,Salon Interactivo,Mantenimiento
3356,Au00003357,C-9511,Ocupado
3357,Au00003358,A-5632,Mantenimiento
3358,Au00003359,Patio,Disponible
3359,Au00003360,A-9530,Disponible
3360,Au00003361,Salon Interactivo,Ocupado
3361,Au00003362,A-5,Ocupado
3362,Au00003363,Coliseo,Disponible
3363,Au00003364,C-7936,Disponible
3364,Au00003365,Patio,Ocupado
3365,Au00003366,Coliseo,Mantenimiento
3366,Au00003367,Salon Interactivo,Ocupado
3367,Au00003368,D-6208,Mantenimiento
3368,Au00003369,Salon Interactivo,Mantenimiento
3369,Au00003370,Patio,Ocupado
3370,Au00003371,Salon Interactivo,Ocupado
3371,Au00003372,Patio,Mantenimiento
3372,Au00003373,Coliseo,Disponible
3373,Au00003374,C-8581,Ocupado
3374,Au00003375,C-7517,Mantenimiento
3375,Au00003376,A-3600,Disponible
3376,Au00003377,B-5384,Disponible
3377,Au00003378,A-5541,Mantenimiento
3378,Au00003379,Patio,Mantenimiento
3379,Au00003380,Salon Interactivo,Disponible
3380,Au00003381,Coliseo,Mantenimiento
3381,Au00003382,Salon Interactivo,Mantenimiento
3382,Au00003383,B-9047,Ocupado
3383,Au00003384,Salon Interactivo,Ocupado
3384,Au00003385,B-4607,Disponible
3385,Au00003386,B-4421,Mantenimiento
3386,Au00003387,B-5629,Disponible
3387,Au00003388,Coliseo,Disponible
3388,Au00003389,D-4059,Ocupado
3389,Au00003390,Patio,Mantenimiento
3390,Au00003391,D-1981,Mantenimiento
3391,Au00003392,Salon Interactivo,Disponible
3392,Au00003393,Salon Interactivo,Mantenimiento
3393,Au00003394,C-477,Mantenimiento
3394,Au00003395,A-6686,Mantenimiento
3395,Au00003396,Coliseo,Ocupado
3396,Au00003397,Salon Interactivo,Ocupado
3397,Au00003398,B-71,Disponible
3398,Au00003399,Salon Interactivo,Ocupado
3399,Au00003400,Coliseo,Ocupado
3400,Au00003401,D-23,Ocupado
3401,Au00003402,Salon Interactivo,Ocupado
3402,Au00003403,Coliseo,Ocupado
3403,Au00003404,C-4738,Mantenimiento
3404,Au00003405,Coliseo,Disponible
3405,Au00003406,Coliseo,Disponible
3406,Au00003407,Patio,Ocupado
3407,Au00003408,Patio,Disponible
3408,Au00003409,Coliseo,Mantenimiento
3409,Au00003410,C-4572,Disponible
3410,Au00003411,A-1003,Ocupado
3411,Au00003412,B-8996,Disponible
3412,Au00003413,Coliseo,Ocupado
3413,Au00003414,C-6102,Mantenimiento
3414,Au00003415,Patio,Ocupado
3415,Au00003416,A-3226,Mantenimiento
3416,Au00003417,A-7630,Disponible
3417,Au00003418,Salon Interactivo,Mantenimiento
3418,Au00003419,D-8938,Ocupado
3419,Au00003420,Salon Interactivo,Disponible
3420,Au00003421,D-72,Disponible
3421,Au00003422,A-1418,Ocupado
3422,Au00003423,Coliseo,Mantenimiento
3423,Au00003424,Coliseo,Ocupado
3424,Au00003425,Patio,Disponible
3425,Au00003426,D-1016,Disponible
3426,Au00003427,D-8681,Disponible
3427,Au00003428,C-6942,Mantenimiento
3428,Au00003429,B-2929,Ocupado
3429,Au00003430,Coliseo,Disponible
3430,Au00003431,Coliseo,Ocupado
3431,Au00003432,B-4023,Ocupado
3432,Au00003433,B-5645,Mantenimiento
3433,Au00003434,A-7759,Mantenimiento
3434,Au00003435,D-5725,Ocupado
3435,Au00003436,Patio,Mantenimiento
3436,Au00003437,D-5550,Mantenimiento
3437,Au00003438,C-5788,Mantenimiento
3438,Au00003439,Patio,Disponible
3439,Au00003440,B-4336,Ocupado
3440,Au00003441,Salon Interactivo,Disponible
3441,Au00003442,C-9929,Ocupado
3442,Au00003443,B-2816,Ocupado
3443,Au00003444,A-8882,Ocupado
3444,Au00003445,Coliseo,Ocupado
3445,Au00003446,Patio,Disponible
3446,Au00003447,Coliseo,Mantenimiento
3447,Au00003448,A-9133,Disponible
3448,Au00003449,Patio,Ocupado
3449,Au00003450,A-7097,Mantenimiento
3450,Au00003451,D-9311,Disponible
3451,Au00003452,A-7018,Disponible
3452,Au00003453,C-51,Mantenimiento
3453,Au00003454,C-9658,Disponible
3454,Au00003455,C-8376,Mantenimiento
3455,Au00003456,B-419,Ocupado
3456,Au00003457,A-9340,Mantenimiento
3457,Au00003458,Salon Interactivo,Ocupado
3458,Au00003459,Coliseo,Disponible
3459,Au00003460,Salon Interactivo,Mantenimiento
3460,Au00003461,Coliseo,Ocupado
3461,Au00003462,A-409,Disponible
3462,Au00003463,D-8761,Ocupado
3463,Au00003464,Coliseo,Mantenimiento
3464,Au00003465,C-6410,Mantenimiento
3465,Au00003466,C-429,Disponible
3466,Au00003467,C-4298,Mantenimiento
3467,Au00003468,C-6680,Ocupado
3468,Au00003469,Patio,Mantenimiento
3469,Au00003470,Patio,Disponible
3470,Au00003471,Salon Interactivo,Ocupado
3471,Au00003472,D-2723,Ocupado
3472,Au00003473,D-8233,Ocupado
3473,Au00003474,C-8777,Mantenimiento
3474,Au00003475,Patio,Ocupado
3475,Au00003476,A-6724,Disponible
3476,Au00003477,A-6880,Ocupado
3477,Au00003478,B-4337,Disponible
3478,Au00003479,Salon Interactivo,Mantenimiento
3479,Au00003480,Salon Interactivo,Disponible
3480,Au00003481,D-4882,Ocupado
3481,Au00003482,A-8762,Disponible
3482,Au00003483,Salon Interactivo,Mantenimiento
3483,Au00003484,Salon Interactivo,Ocupado
3484,Au00003485,Salon Interactivo,Disponible
3485,Au00003486,B-3534,Disponible
3486,Au00003487,Coliseo,Disponible
3487,Au00003488,C-5829,Ocupado
3488,Au00003489,B-7898,Disponible
3489,Au00003490,C-8376,Ocupado
3490,Au00003491,B-7278,Ocupado
3491,Au00003492,A-3956,Mantenimiento
3492,Au00003493,Patio,Disponible
3493,Au00003494,Coliseo,Ocupado
3494,Au00003495,Salon Interactivo,Mantenimiento
3495,Au00003496,Coliseo,Disponible
3496,Au00003497,Coliseo,Disponible
3497,Au00003498,Salon Interactivo,Disponible
3498,Au00003499,B-6654,Ocupado
3499,Au00003500,Coliseo,Disponible
3500,Au00003501,C-179,Mantenimiento
3501,Au00003502,Coliseo,Ocupado
3502,Au00003503,Patio,Disponible
3503,Au00003504,B-8652,Disponible
3504,Au00003505,C-2543,Mantenimiento
3505,Au00003506,C-6403,Ocupado
3506,Au00003507,Salon Interactivo,Ocupado
3507,Au00003508,D-3700,Ocupado
3508,Au00003509,Salon Interactivo,Ocupado
3509,Au00003510,D-4783,Ocupado
3510,Au00003511,A-8091,Disponible
3511,Au00003512,Coliseo,Ocupado
3512,Au00003513,D-4413,Ocupado
3513,Au00003514,C-8243,Disponible
3514,Au00003515,Patio,Ocupado
3515,Au00003516,Patio,Mantenimiento
3516,Au00003517,Salon Interactivo,Ocupado
3517,Au00003518,B-5066,Ocupado
3518,Au00003519,D-3269,Disponible
3519,Au00003520,Patio,Mantenimiento
3520,Au00003521,Patio,Ocupado
3521,Au00003522,B-5847,Ocupado
3522,Au00003523,B-2614,Ocupado
3523,Au00003524,A-8747,Ocupado
3524,Au00003525,A-9696,Disponible
3525,Au00003526,D-7488,Ocupado
3526,Au00003527,Salon Interactivo,Ocupado
3527,Au00003528,D-8344,Ocupado
3528,Au00003529,B-3400,Disponible
3529,Au00003530,A-1084,Disponible
3530,Au00003531,A-8880,Ocupado
3531,Au00003532,D-1953,Mantenimiento
3532,Au00003533,D-4013,Ocupado
3533,Au00003534,A-5844,Disponible
3534,Au00003535,D-5997,Ocupado
3535,Au00003536,B-6616,Mantenimiento
3536,Au00003537,A-1597,Mantenimiento
3537,Au00003538,D-1913,Ocupado
3538,Au00003539,C-7082,Disponible
3539,Au00003540,Coliseo,Disponible
3540,Au00003541,Coliseo,Disponible
3541,Au00003542,A-1610,Mantenimiento
3542,Au00003543,B-8818,Mantenimiento
3543,Au00003544,A-3946,Disponible
3544,Au00003545,B-3003,Disponible
3545,Au00003546,Patio,Mantenimiento
3546,Au00003547,Salon Interactivo,Disponible
3547,Au00003548,Coliseo,Disponible
3548,Au00003549,C-2533,Disponible
3549,Au00003550,Patio,Ocupado
3550,Au00003551,Coliseo,Ocupado
3551,Au00003552,Coliseo,Ocupado
3552,Au00003553,D-5578,Disponible
3553,Au00003554,B-4051,Mantenimiento
3554,Au00003555,A-5534,Mantenimiento
3555,Au00003556,Patio,Disponible
3556,Au00003557,A-5521,Mantenimiento
3557,Au00003558,Patio,Ocupado
3558,Au00003559,Salon Interactivo,Ocupado
3559,Au00003560,Patio,Ocupado
3560,Au00003561,D-6566,Mantenimiento
3561,Au00003562,C-8825,Mantenimiento
3562,Au00003563,C-1971,Ocupado
3563,Au00003564,C-5584,Mantenimiento
3564,Au00003565,Coliseo,Mantenimiento
3565,Au00003566,B-3428,Ocupado
3566,Au00003567,D-7567,Disponible
3567,Au00003568,A-8386,Ocupado
3568,Au00003569,Coliseo,Disponible
3569,Au00003570,Salon Interactivo,Disponible
3570,Au00003571,Coliseo,Mantenimiento
3571,Au00003572,C-2120,Disponible
3572,Au00003573,Coliseo,Ocupado
3573,Au00003574,B-2999,Ocupado
3574,Au00003575,C-3181,Mantenimiento
3575,Au00003576,D-2541,Disponible
3576,Au00003577,B-4917,Disponible
3577,Au00003578,Salon Interactivo,Ocupado
3578,Au00003579,A-4454,Disponible
3579,Au00003580,Coliseo,Mantenimiento
3580,Au00003581,Patio,Mantenimiento
3581,Au00003582,Coliseo,Mantenimiento
3582,Au00003583,C-585,Mantenimiento
3583,Au00003584,Salon Interactivo,Disponible
3584,Au00003585,Salon Interactivo,Ocupado
3585,Au00003586,Coliseo,Ocupado
3586,Au00003587,Patio,Disponible
3587,Au00003588,C-5339,Ocupado
3588,Au00003589,D-2282,Ocupado
3589,Au00003590,Salon Interactivo,Ocupado
3590,Au00003591,Coliseo,Mantenimiento
3591,Au00003592,C-8116,Mantenimiento
3592,Au00003593,A-8234,Mantenimiento
3593,Au00003594,Coliseo,Mantenimiento
3594,Au00003595,A-791,Mantenimiento
3595,Au00003596,D-8973,Ocupado
3596,Au00003597,B-8236,Mantenimiento
3597,Au00003598,A-5710,Ocupado
3598,Au00003599,A-598,Mantenimiento
3599,Au00003600,A-5819,Ocupado
3600,Au00003601,Patio,Disponible
3601,Au00003602,Patio,Mantenimiento
3602,Au00003603,Coliseo,Disponible
3603,Au00003604,B-4868,Disponible
3604,Au00003605,B-7273,Disponible
3605,Au00003606,D-9852,Mantenimiento
3606,Au00003607,Coliseo,Mantenimiento
3607,Au00003608,Coliseo,Ocupado
3608,Au00003609,Patio,Mantenimiento
3609,Au00003610,C-3330,Disponible
3610,Au00003611,Salon Interactivo,Disponible
3611,Au00003612,C-3908,Disponible
3612,Au00003613,Coliseo,Ocupado
3613,Au00003614,Patio,Mantenimiento
3614,Au00003615,Salon Interactivo,Disponible
3615,Au00003616,A-95,Disponible
3616,Au00003617,Salon Interactivo,Mantenimiento
3617,Au00003618,D-5251,Disponible
3618,Au00003619,Coliseo,Disponible
3619,Au00003620,Coliseo,Disponible
3620,Au00003621,C-3485,Ocupado
3621,Au00003622,Coliseo,Disponible
3622,Au00003623,C-810,Mantenimiento
3623,Au00003624,Salon Interactivo,Mantenimiento
3624,Au00003625,C-5275,Mantenimiento
3625,Au00003626,Coliseo,Ocupado
3626,Au00003627,Coliseo,Mantenimiento
3627,Au00003628,Patio,Ocupado
3628,Au00003629,A-8981,Ocupado
3629,Au00003630,C-6773,Ocupado
3630,Au00003631,A-4561,Disponible
3631,Au00003632,A-6399,Ocupado
3632,Au00003633,Coliseo,Ocupado
3633,Au00003634,B-727,Disponible
3634,Au00003635,A-8439,Mantenimiento
3635,Au00003636,Coliseo,Mantenimiento
3636,Au00003637,A-9168,Ocupado
3637,Au00003638,A-9917,Disponible
3638,Au00003639,Patio,Disponible
3639,Au00003640,C-9603,Disponible
3640,Au00003641,Patio,Ocupado
3641,Au00003642,B-5916,Mantenimiento
3642,Au00003643,B-376,Disponible
3643,Au00003644,Salon Interactivo,Mantenimiento
3644,Au00003645,Patio,Ocupado
3645,Au00003646,Patio,Disponible
3646,Au00003647,Salon Interactivo,Ocupado
3647,Au00003648,Coliseo,Ocupado
3648,Au00003649,A-4146,Mantenimiento
3649,Au00003650,A-4951,Mantenimiento
3650,Au00003651,B-6314,Disponible
3651,Au00003652,A-9786,Ocupado
3652,Au00003653,Patio,Disponible
3653,Au00003654,D-3548,Ocupado
3654,Au00003655,A-450,Mantenimiento
3655,Au00003656,C-3472,Disponible
3656,Au00003657,D-7938,Mantenimiento
3657,Au00003658,A-309,Ocupado
3658,Au00003659,C-1859,Ocupado
3659,Au00003660,D-9785,Mantenimiento
3660,Au00003661,Patio,Disponible
3661,Au00003662,C-761,Disponible
3662,Au00003663,D-9186,Mantenimiento
3663,Au00003664,A-908,Disponible
3664,Au00003665,Coliseo,Mantenimiento
3665,Au00003666,D-7838,Mantenimiento
3666,Au00003667,Patio,Mantenimiento
3667,Au00003668,B-296,Ocupado
3668,Au00003669,A-1164,Mantenimiento
3669,Au00003670,Salon Interactivo,Ocupado
3670,Au00003671,B-5307,Disponible
3671,Au00003672,Patio,Disponible
3672,Au00003673,Patio,Ocupado
3673,Au00003674,Salon Interactivo,Mantenimiento
3674,Au00003675,Salon Interactivo,Ocupado
3675,Au00003676,D-614,Disponible
3676,Au00003677,B-8688,Disponible
3677,Au00003678,Salon Interactivo,Mantenimiento
3678,Au00003679,C-6886,Mantenimiento
3679,Au00003680,Patio,Ocupado
3680,Au00003681,D-9411,Mantenimiento
3681,Au00003682,A-1921,Mantenimiento
3682,Au00003683,Patio,Ocupado
3683,Au00003684,Coliseo,Disponible
3684,Au00003685,Salon Interactivo,Ocupado
3685,Au00003686,B-5843,Disponible
3686,Au00003687,A-9440,Ocupado
3687,Au00003688,B-4729,Ocupado
3688,Au00003689,Patio,Ocupado
3689,Au00003690,Salon Interactivo,Mantenimiento
3690,Au00003691,A-4726,Ocupado
3691,Au00003692,Patio,Mantenimiento
3692,Au00003693,B-1375,Mantenimiento
3693,Au00003694,C-6749,Ocupado
3694,Au00003695,B-8970,Mantenimiento
3695,Au00003696,B-5625,Disponible
3696,Au00003697,A-7643,Mantenimiento
3697,Au00003698,A-5966,Disponible
3698,Au00003699,Patio,Ocupado
3699,Au00003700,C-2856,Mantenimiento
3700,Au00003701,Patio,Mantenimiento
3701,Au00003702,C-6423,Ocupado
3702,Au00003703,D-2350,Disponible
3703,Au00003704,Coliseo,Disponible
3704,Au00003705,D-4291,Mantenimiento
3705,Au00003706,A-4970,Ocupado
3706,Au00003707,A-9090,Mantenimiento
3707,Au00003708,Salon Interactivo,Mantenimiento
3708,Au00003709,D-8384,Disponible
3709,Au00003710,B-3916,Mantenimiento
3710,Au00003711,A-3542,Ocupado
3711,Au00003712,D-9734,Disponible
3712,Au00003713,A-9958,Mantenimiento
3713,Au00003714,D-1403,Mantenimiento
3714,Au00003715,B-5350,Ocupado
3715,Au00003716,C-9884,Disponible
3716,Au00003717,D-3482,Disponible
3717,Au00003718,B-1163,Ocupado
3718,Au00003719,B-7787,Ocupado
3719,Au00003720,Salon Interactivo,Ocupado
3720,Au00003721,C-2382,Mantenimiento
3721,Au00003722,B-1813,Mantenimiento
3722,Au00003723,A-1042,Ocupado
3723,Au00003724,Coliseo,Mantenimiento
3724,Au00003725,A-4751,Disponible
3725,Au00003726,Patio,Mantenimiento
3726,Au00003727,Patio,Ocupado
3727,Au00003728,D-6976,Mantenimiento
3728,Au00003729,C-1404,Mantenimiento
3729,Au00003730,Patio,Mantenimiento
3730,Au00003731,Coliseo,Disponible
3731,Au00003732,Coliseo,Mantenimiento
3732,Au00003733,B-3113,Disponible
3733,Au00003734,Patio,Ocupado
3734,Au00003735,B-5918,Disponible
3735,Au00003736,Coliseo,Disponible
3736,Au00003737,C-1462,Ocupado
3737,Au00003738,C-1360,Mantenimiento
3738,Au00003739,Salon Interactivo,Ocupado
3739,Au00003740,Salon Interactivo,Ocupado
3740,Au00003741,Salon Interactivo,Disponible
3741,Au00003742,D-7060,Disponible
3742,Au00003743,Patio,Disponible
3743,Au00003744,B-9350,Disponible
3744,Au00003745,A-4209,Mantenimiento
3745,Au00003746,Coliseo,Ocupado
3746,Au00003747,C-8639,Disponible
3747,Au00003748,Coliseo,Ocupado
3748,Au00003749,Coliseo,Mantenimiento
3749,Au00003750,D-5331,Mantenimiento
3750,Au00003751,Salon Interactivo,Disponible
3751,Au00003752,Salon Interactivo,Mantenimiento
3752,Au00003753,Salon Interactivo,Mantenimiento
3753,Au00003754,Patio,Disponible
3754,Au00003755,Coliseo,Disponible
3755,Au00003756,C-6232,Ocupado
3756,Au00003757,Salon Interactivo,Mantenimiento
3757,Au00003758,B-5325,Disponible
3758,Au00003759,Coliseo,Disponible
3759,Au00003760,Patio,Disponible
3760,Au00003761,A-7820,Mantenimiento
3761,Au00003762,A-6791,Disponible
3762,Au00003763,D-7075,Disponible
3763,Au00003764,Coliseo,Mantenimiento
3764,Au00003765,A-767,Disponible
3765,Au00003766,C-9319,Disponible
3766,Au00003767,Patio,Ocupado
3767,Au00003768,Salon Interactivo,Mantenimiento
3768,Au00003769,Patio,Mantenimiento
3769,Au00003770,D-8495,Ocupado
