,IdI,NombreI,TipoEduI,SostenimientoI,AreaI,RegimenI,ModalidadI,JornadaI,EstadoI
1928,I00001929,Unidad Educativa Milena Ortiz II,Popular Permanente,Fiscal,Rural,Costa,Presencial,Matutina,Activo
1929,I00001930,Unidad Educativa Leidy Loaiza II,Especial,Fiscomisional,Urbano,Sierra,Virtual,Matutina,Activo
1930,I00001931,Unidad Educativa Liseth Castro,Popular Permanente,Fiscal,Rural,Costa,Presencial,Matutina,Inactivo
1931,I00001932,Unidad Educativa Martín Bolívar V,Artistica,Municipal,Rural,Sierra,Virtual,Matutina,Inactivo
1932,I00001933,Unidad Educativa Mauricio Mora V,Especial,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
1933,I00001934,Unidad Educativa Carlos Hernández I,Artistica,Fiscal,Rural,Costa,Virtual,Matutina,Activo
1934,I00001935,Unidad Educativa Felipe Amaya IV,Ordinaria,Fiscal,Urbano,Costa,Presencial,Matutina,Activo
1935,I00001936,Unidad Educativa John Mejía I,Artistica,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
1936,I00001937,Unidad Educativa Luz García V,Especial,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
1937,I00001938,Unidad Educativa María Quintero VI,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Vespertina,Inactivo
1938,I00001939,Unidad Educativa David López VI,Popular Permanente,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
1939,I00001940,Unidad Educativa Rosa Manrique IV,Ordinaria,Municipal,Rural,Costa,Semipresencial,Matutina,Activo
1940,I00001941,Unidad Educativa Jaime Guerra II,Artistica,Fiscal,Rural,Sierra,Presencial,Matutina,Activo
1941,I00001942,Unidad Educativa Carlos Moreno II,Ordinaria,Municipal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
1942,I00001943,Unidad Educativa Emerson Sánchez III,Artistica,Municipal,Urbano,Sierra,Presencial,Vespertina,Activo
1943,I00001944,Unidad Educativa Raquel Gaitán VI,Popular Permanente,Municipal,Rural,Costa,Virtual,Matutina,Inactivo
1944,I00001945,Unidad Educativa Sebastián Padilla,Especial,Municipal,Rural,Costa,Presencial,Matutina,Activo
1945,I00001946,Unidad Educativa Patricia Sandoval,Especial,Fiscomisional,Rural,Sierra,Virtual,Matutina,Inactivo
1946,I00001947,Unidad Educativa Guillermo Beltrán I,Popular Permanente,Municipal,Rural,Sierra,Virtual,Matutina,Inactivo
1947,I00001948,Unidad Educativa Miguel Bohórquez,Popular Permanente,Municipal,Rural,Costa,Presencial,Matutina,Activo
1948,I00001949,Unidad Educativa Blanca Muñoz,Artistica,Fiscal,Urbano,Costa,Semipresencial,Matutina,Inactivo
1949,I00001950,Unidad Educativa Alba Zapata,Popular Permanente,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
1950,I00001951,Unidad Educativa Ana García III,Artistica,Particular,Urbano,Sierra,Semipresencial,Matutina,Inactivo
1951,I00001952,Unidad Educativa Antonio Suárez IV,Ordinaria,Municipal,Rural,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
1952,I00001953,Unidad Educativa David Arteaga I,Artistica,Municipal,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
1953,I00001954,Unidad Educativa Luisa Vallejo IV,Artistica,Fiscomisional,Rural,Costa,Virtual,Matutina,Activo
1954,I00001955,Unidad Educativa Luz Fajardo IV,Especial,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
1955,I00001956,Unidad Educativa Óscar Vargas VI,Popular Permanente,Fiscal,Rural,Costa,Virtual,Vespertina,Activo
1956,I00001957,Unidad Educativa Betty Bernal II,Artistica,Particular,Rural,Sierra,Virtual,Matutina,Activo
1957,I00001958,Unidad Educativa Rosa Sánchez V,Especial,Particular,Urbano,Sierra,Virtual,Vespertina,Activo
1958,I00001959,Unidad Educativa Sonia Rodríguez II,Artistica,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
1959,I00001960,Unidad Educativa Lorena Rico,Artistica,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
1960,I00001961,Unidad Educativa Carlos Valencia III,Ordinaria,Particular,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
1961,I00001962,Unidad Educativa Fabián Rodríguez II,Ordinaria,Fiscomisional,Rural,Costa,Virtual,Vespertina,Activo
1962,I00001963,Unidad Educativa Antonio Mendoza II,Especial,Fiscal,Rural,Costa,Semipresencial,Matutina,Inactivo
1963,I00001964,Unidad Educativa Andrés Cruz II,Especial,Particular,Rural,Costa,Virtual,Matutina,Activo
1964,I00001965,Unidad Educativa Fernando Ordóñez VI,Popular Permanente,Particular,Rural,Sierra,Presencial,Vespertina,Inactivo
1965,I00001966,Unidad Educativa Mauricio Sierra I,Ordinaria,Particular,Rural,Costa,Virtual,Matutina,Inactivo
1966,I00001967,Unidad Educativa Erika Molina,Ordinaria,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Inactivo
1967,I00001968,Unidad Educativa Marisol López I,Ordinaria,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
1968,I00001969,Unidad Educativa Yolima Vergara II,Ordinaria,Fiscal,Rural,Sierra,Presencial,Matutina,Inactivo
1969,I00001970,Unidad Educativa Iris Leal II,Especial,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
1970,I00001971,Unidad Educativa Óscar Quintero,Artistica,Fiscomisional,Urbano,Sierra,Virtual,Vespertina,Activo
1971,I00001972,Unidad Educativa Julieth Peña IV,Popular Permanente,Municipal,Rural,Costa,Semipresencial,Matutina,Activo
1972,I00001973,Unidad Educativa Alejandra Peña II,Ordinaria,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
1973,I00001974,Unidad Educativa Flor Rojas VI,Popular Permanente,Fiscal,Rural,Costa,Semipresencial,Vespertina,Activo
1974,I00001975,Unidad Educativa José Vargas I,Artistica,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Activo
1975,I00001976,Unidad Educativa Julieth Mosquera I,Popular Permanente,Municipal,Rural,Costa,Presencial,Matutina,Activo
1976,I00001977,Unidad Educativa Claudia Carvajal VI,Ordinaria,Particular,Urbano,Costa,Presencial,Vespertina,Activo
1977,I00001978,Unidad Educativa Alberto Duque IV,Popular Permanente,Particular,Urbano,Costa,Presencial,Matutina,Inactivo
1978,I00001979,Unidad Educativa Juan Palacios VI,Ordinaria,Particular,Rural,Sierra,Virtual,Vespertina,Inactivo
1979,I00001980,Unidad Educativa Rita Zapata IV,Especial,Particular,Rural,Sierra,Virtual,Vespertina,Inactivo
1980,I00001981,Unidad Educativa John Castillo II,Especial,Municipal,Rural,Sierra,Semipresencial,Matutina,Inactivo
1981,I00001982,Unidad Educativa Carmen Gómez VI,Ordinaria,Municipal,Urbano,Costa,Presencial,Matutina,Inactivo
1982,I00001983,Unidad Educativa Jhon Guevara IV,Especial,Fiscomisional,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
1983,I00001984,Unidad Educativa Rocío Serna V,Popular Permanente,Particular,Rural,Costa,Virtual,Matutina,Activo
1984,I00001985,Unidad Educativa Cecilia Ortiz IV,Especial,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
1985,I00001986,Unidad Educativa Ricardo Vélez IV,Popular Permanente,Fiscal,Urbano,Costa,Semipresencial,Matutina,Activo
1986,I00001987,Unidad Educativa Johana Muñoz IV,Ordinaria,Fiscal,Urbano,Costa,Presencial,Vespertina,Activo
1987,I00001988,Unidad Educativa Gustavo Ramírez III,Popular Permanente,Fiscal,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
1988,I00001989,Unidad Educativa Tomás Rodríguez VI,Especial,Particular,Rural,Sierra,Semipresencial,Matutina,Inactivo
1989,I00001990,Unidad Educativa Pedro Quintero V,Popular Permanente,Particular,Urbano,Costa,Semipresencial,Matutina,Inactivo
1990,I00001991,Unidad Educativa Steven Figueroa V,Especial,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
1991,I00001992,Unidad Educativa Margarita Rueda VI,Especial,Fiscomisional,Urbano,Costa,Virtual,Matutina,Activo
1992,I00001993,Unidad Educativa Osvaldo Díaz I,Ordinaria,Particular,Urbano,Sierra,Virtual,Vespertina,Activo
1993,I00001994,Unidad Educativa Arturo Fajardo VI,Ordinaria,Municipal,Rural,Costa,Presencial,Matutina,Inactivo
1994,I00001995,Unidad Educativa María Ortiz III,Artistica,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
1995,I00001996,Unidad Educativa Carlos Mosquera V,Ordinaria,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
1996,I00001997,Unidad Educativa Héctor Alfonso II,Especial,Fiscal,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
1997,I00001998,Unidad Educativa Carlos Martínez VI,Popular Permanente,Fiscomisional,Urbano,Sierra,Virtual,Vespertina,Activo
1998,I00001999,Unidad Educativa Antonio Gutiérrez I,Especial,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
1999,I00002000,Unidad Educativa Deisy Saavedra V,Ordinaria,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Inactivo
2000,I00002001,Unidad Educativa Paola Romero II,Popular Permanente,Municipal,Rural,Sierra,Semipresencial,Matutina,Inactivo
2001,I00002002,Unidad Educativa Milton Salazar,Artistica,Municipal,Urbano,Sierra,Semipresencial,Vespertina,Inactivo
2002,I00002003,Unidad Educativa María López III,Especial,Municipal,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
2003,I00002004,Unidad Educativa Alejandra Franco III,Ordinaria,Municipal,Rural,Costa,Virtual,Matutina,Activo
2004,I00002005,Unidad Educativa Isabel Garzón III,Especial,Particular,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
2005,I00002006,Unidad Educativa Sneider Fuentes IV,Popular Permanente,Particular,Rural,Costa,Presencial,Vespertina,Inactivo
2006,I00002007,Unidad Educativa Betty Parra,Popular Permanente,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
2007,I00002008,Unidad Educativa María Figueroa,Especial,Fiscal,Urbano,Costa,Virtual,Matutina,Activo
2008,I00002009,Unidad Educativa Carlos Gutiérrez,Ordinaria,Municipal,Urbano,Costa,Presencial,Matutina,Inactivo
2009,I00002010,Unidad Educativa Fernando Pérez I,Artistica,Fiscal,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
2010,I00002011,Unidad Educativa Damaris Gómez VI,Artistica,Municipal,Rural,Sierra,Semipresencial,Vespertina,Activo
2011,I00002012,Unidad Educativa Eduardo Martínez,Especial,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
2012,I00002013,Unidad Educativa Adolfo Salamanca I,Ordinaria,Municipal,Rural,Costa,Virtual,Matutina,Activo
2013,I00002014,Unidad Educativa Judith Sánchez,Popular Permanente,Particular,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
2014,I00002015,Unidad Educativa Marcela Rivera III,Popular Permanente,Particular,Rural,Costa,Semipresencial,Matutina,Inactivo
2015,I00002016,Unidad Educativa Blanca Rengifo I,Ordinaria,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Inactivo
2016,I00002017,Unidad Educativa Camila Ortiz,Ordinaria,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
2017,I00002018,Unidad Educativa Dario Ortiz II,Popular Permanente,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
2018,I00002019,Unidad Educativa Darío Yepes II,Especial,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Activo
2019,I00002020,Unidad Educativa Elizabeth Herrera II,Especial,Fiscomisional,Rural,Costa,Presencial,Matutina,Inactivo
2020,I00002021,Unidad Educativa Rodolfo Puentes VI,Ordinaria,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
2021,I00002022,Unidad Educativa Patricia Bautista I,Artistica,Fiscal,Urbano,Sierra,Presencial,Matutina,Inactivo
2022,I00002023,Unidad Educativa Felipe Rodríguez I,Ordinaria,Fiscomisional,Rural,Costa,Presencial,Matutina,Inactivo
2023,I00002024,Unidad Educativa Esther González V,Popular Permanente,Municipal,Rural,Costa,Semipresencial,Matutina,Activo
2024,I00002025,Unidad Educativa Julieth Gaitán I,Especial,Fiscomisional,Urbano,Costa,Presencial,Matutina,Inactivo
2025,I00002026,Unidad Educativa Irene Hernández II,Especial,Fiscomisional,Rural,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
2026,I00002027,Unidad Educativa César Rodríguez V,Ordinaria,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Inactivo
2027,I00002028,Unidad Educativa Jesús Alfonso II,Especial,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
2028,I00002029,Unidad Educativa Héctor Barrios III,Ordinaria,Municipal,Urbano,Sierra,Virtual,Matutina,Activo
2029,I00002030,Unidad Educativa Alexis González III,Popular Permanente,Fiscomisional,Urbano,Costa,Semipresencial,Matutina,Inactivo
2030,I00002031,Unidad Educativa Sofía Fernández VI,Artistica,Particular,Rural,Sierra,Presencial y SemiPresencial,Matutina,Activo
2031,I00002032,Unidad Educativa Robinson García VI,Artistica,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
2032,I00002033,Unidad Educativa Paola Rojas,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Matutina,Activo
2033,I00002034,Unidad Educativa Javier Rodríguez VI,Artistica,Fiscal,Rural,Costa,Presencial,Matutina,Inactivo
2034,I00002035,Unidad Educativa María González V,Especial,Fiscomisional,Rural,Sierra,Semipresencial,Matutina,Activo
2035,I00002036,Unidad Educativa Diego Vargas III,Popular Permanente,Fiscomisional,Rural,Sierra,Virtual,Matutina,Activo
2036,I00002037,Unidad Educativa Valentina Mejía V,Especial,Particular,Urbano,Sierra,Semipresencial,Matutina,Activo
2037,I00002038,Unidad Educativa Fernando Anaya,Especial,Fiscomisional,Urbano,Sierra,Presencial,Matutina,Inactivo
2038,I00002039,Unidad Educativa Beatriz Ruiz I,Popular Permanente,Fiscal,Rural,Costa,Virtual,Vespertina,Activo
2039,I00002040,Unidad Educativa Ricardo González,Especial,Particular,Urbano,Costa,Semipresencial,Matutina,Inactivo
2040,I00002041,Unidad Educativa Claudia Suárez III,Artistica,Particular,Urbano,Costa,Semipresencial,Matutina,Activo
2041,I00002042,Unidad Educativa Mercedes Arteaga II,Ordinaria,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
2042,I00002043,Unidad Educativa Augusto Pineda VI,Especial,Fiscal,Urbano,Sierra,Virtual,Matutina,Inactivo
2043,I00002044,Unidad Educativa Patricia Alfonso VI,Popular Permanente,Municipal,Rural,Costa,Virtual,Matutina,Inactivo
2044,I00002045,Unidad Educativa Judith Angarita I,Ordinaria,Particular,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
2045,I00002046,Unidad Educativa Marlon Mendoza I,Popular Permanente,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
2046,I00002047,Unidad Educativa Marina Silva VI,Popular Permanente,Fiscal,Urbano,Costa,Semipresencial,Vespertina,Activo
2047,I00002048,Unidad Educativa Víctor Rentería V,Especial,Fiscal,Urbano,Costa,Semipresencial,Matutina,Inactivo
2048,I00002049,Unidad Educativa Vicente Estrada V,Artistica,Particular,Urbano,Sierra,Presencial,Matutina,Activo
2049,I00002050,Unidad Educativa Juan Gil I,Ordinaria,Fiscomisional,Rural,Sierra,Semipresencial,Vespertina,Activo
2050,I00002051,Unidad Educativa Yolanda Rueda III,Popular Permanente,Fiscal,Rural,Sierra,Semipresencial,Matutina,Inactivo
2051,I00002052,Unidad Educativa Iván Herrera,Especial,Particular,Urbano,Sierra,Virtual,Matutina,Inactivo
2052,I00002053,Unidad Educativa Amparo Cantillo I,Popular Permanente,Fiscomisional,Urbano,Sierra,Presencial,Vespertina,Activo
2053,I00002054,Unidad Educativa Antonio Cárdenas V,Ordinaria,Municipal,Urbano,Costa,Semipresencial,Matutina,Inactivo
2054,I00002055,Unidad Educativa Felipe Ríos VI,Artistica,Particular,Rural,Costa,Virtual,Vespertina,Inactivo
2055,I00002056,Unidad Educativa Janeth Monsalve III,Artistica,Municipal,Urbano,Sierra,Semipresencial,Matutina,Activo
2056,I00002057,Unidad Educativa Elizabeth Duarte,Ordinaria,Fiscomisional,Rural,Costa,Virtual,Matutina,Inactivo
2057,I00002058,Unidad Educativa Adriana Gómez,Ordinaria,Fiscomisional,Rural,Costa,Presencial y SemiPresencial,Matutina,Activo
2058,I00002059,Unidad Educativa Carlos Castrillón,Especial,Fiscal,Urbano,Costa,Semipresencial,Matutina,Inactivo
2059,I00002060,Unidad Educativa Sandra Álvarez VI,Ordinaria,Fiscal,Rural,Costa,Virtual,Matutina,Activo
2060,I00002061,Unidad Educativa Dolores Romero V,Ordinaria,Fiscal,Rural,Costa,Presencial,Matutina,Inactivo
2061,I00002062,Unidad Educativa Dora Pérez I,Especial,Particular,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
2062,I00002063,Unidad Educativa Julio Polo IV,Artistica,Particular,Rural,Costa,Presencial,Matutina,Activo
2063,I00002064,Unidad Educativa José Mora V,Especial,Particular,Rural,Sierra,Presencial,Vespertina,Inactivo
2064,I00002065,Unidad Educativa Andrea Pérez,Popular Permanente,Particular,Rural,Costa,Presencial,Matutina,Activo
2065,I00002066,Unidad Educativa Marcela Barrera II,Ordinaria,Particular,Rural,Costa,Virtual,Vespertina,Inactivo
2066,I00002067,Unidad Educativa Lucía Olaya V,Artistica,Fiscomisional,Urbano,Sierra,Presencial y SemiPresencial,Vespertina,Activo
2067,I00002068,Unidad Educativa Carlos Molina VI,Especial,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
2068,I00002069,Unidad Educativa Alex Moreno IV,Artistica,Fiscal,Urbano,Sierra,Semipresencial,Matutina,Inactivo
2069,I00002070,Unidad Educativa Sara Suárez I,Especial,Municipal,Urbano,Costa,Semipresencial,Matutina,Activo
2070,I00002071,Unidad Educativa Yesid Arias V,Especial,Particular,Rural,Sierra,Presencial y SemiPresencial,Vespertina,Inactivo
2071,I00002072,Unidad Educativa Isabel Morales III,Popular Permanente,Fiscal,Urbano,Costa,Virtual,Matutina,Inactivo
2072,I00002073,Unidad Educativa Jaime Martínez II,Especial,Particular,Rural,Sierra,Virtual,Matutina,Inactivo
2073,I00002074,Unidad Educativa María Acosta,Popular Permanente,Fiscal,Urbano,Costa,Presencial,Matutina,Inactivo
2074,I00002075,Unidad Educativa Eugenia López IV,Artistica,Particular,Rural,Sierra,Semipresencial,Vespertina,Activo
2075,I00002076,Unidad Educativa Constanza Gómez,Popular Permanente,Fiscomisional,Urbano,Costa,Presencial,Vespertina,Activo
2076,I00002077,Unidad Educativa Antonio Díaz IV,Artistica,Fiscal,Urbano,Sierra,Virtual,Matutina,Activo
2077,I00002078,Unidad Educativa Karen Vargas II,Artistica,Fiscal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Activo
2078,I00002079,Unidad Educativa Carlos Gómez V,Popular Permanente,Particular,Urbano,Costa,Semipresencial,Matutina,Activo
2079,I00002080,Unidad Educativa Alejandra Fajardo,Popular Permanente,Municipal,Urbano,Costa,Presencial y SemiPresencial,Matutina,Inactivo
2080,I00002081,Unidad Educativa Aleida Valencia III,Artistica,Fiscomisional,Urbano,Costa,Presencial,Matutina,Inactivo
2081,I00002082,Unidad Educativa Rocío Ortiz IV,Artistica,Fiscal,Rural,Sierra,Semipresencial,Matutina,Activo
2082,I00002083,Unidad Educativa Rosa Forero II,Artistica,Fiscomisional,Rural,Costa,Semipresencial,Matutina,Activo
2083,I00002084,Unidad Educativa Ingrid Cantillo IV,Ordinaria,Particular,Urbano,Costa,Presencial,Matutina,Activo
2084,I00002085,Unidad Educativa Eduardo Contreras V,Artistica,Municipal,Urbano,Costa,Semipresencial,Matutina,Activo
2085,I00002086,Unidad Educativa Jaime Fernández V,Especial,Particular,Rural,Costa,Presencial,Matutina,Inactivo
2086,I00002087,Unidad Educativa María Hurtado V,Popular Permanente,Municipal,Rural,Costa,Virtual,Matutina,Inactivo
2087,I00002088,Unidad Educativa Juan Ávila II,Artistica,Particular,Urbano,Costa,Virtual,Matutina,Inactivo
2088,I00002089,Unidad Educativa Adrián Acevedo I,Artistica,Fiscal,Rural,Costa,Presencial,Matutina,Activo
2089,I00002090,Unidad Educativa María Suárez VI,Artistica,Particular,Urbano,Costa,Presencial y SemiPresencial,Vespertina,Inactivo
